title,price,subtitle,city
2-комнатная квартира · 39 м² · 4/4 этаж,23 000 000 〒,"Бостандыкский р-н, ул. Санаторий Алматы 1 — Выше Аль-Фараби по Аскарова",Алматы
3-комнатная квартира · 91.19 м²,от 68 392 500 〒,"Медеуский р-н, мкр Коктобе, Талгата Бигельдинова 138",Алматы
2-комнатная квартира · 73.26 м²,от 98 716 000 〒,"Медеуский р-н, мкр Коктобе, Сагадат Нурмагамбетова 138/2",Алматы
1-комнатная квартира · 45.9 м²,от 16 983 000 〒,"Алатауский р-н, ул. Момышулы, севернее ул. Монке би",Алматы
2-комнатная квартира · 51.2 м² · 11/16 этаж,35 000 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
3-комнатная квартира · 87 м² · 7/12 этаж,72 000 000 〒,"Наурызбайский р-н, Коктерек 139/11",Алматы
2-комнатная квартира · 58 м² · 5/5 этаж,23 000 000 〒,"Алатауский р-н, Момышулы 1",Алматы
2-комнатная квартира · 62.8 м² · 9/9 этаж,40 500 000 〒,"Алмалинский р-н, мкр Тастак-2 221 — Уг. Толе би уг. ул. Ислама Каримова",Алматы
2-комнатная квартира · 70 м² · 8/8 этаж,72 000 000 〒,"Алмалинский р-н, Кабанбай батыра — Сейфуллина",Алматы
1-комнатная квартира · 33.6 м²,от 12 768 000 〒,жилой массив Жана куат 76,Алматы
2-комнатная квартира · 94.8 м²,от 74 892 000 〒,"Ауэзовский р-н, Аскарова — Саина",Алматы
3-комнатная квартира · 137 м²,от 98 640 000 〒,"Бостандыкский р-н, мкр Ерменсай, Ушкемпирова 42",Алматы
5-комнатная квартира · 168.5 м²,от 82 569 900 〒,Алатауская трасса,Алматы
2-комнатная квартира · 33.6 м² · 5/12 этаж,36 000 000 〒,"Алмалинский р-н, Райымбека 210/4",Алматы
3-комнатная квартира · 60 м² · 1/4 этаж,34 500 000 〒,"Ауэзовский р-н, мкр №7 — проспект Абая",Алматы
2-комнатная квартира · 72 м² · 6/16 этаж,38 000 000 〒,Жуалы,Алматы
1-комнатная квартира · 37 м² · 5/9 этаж,29 000 000 〒,"Ауэзовский р-н, мкр Жетысу-1 47 — Абая Момышулы",Алматы
3-комнатная квартира · 67.9 м² · 3/12 этаж,40 500 000 〒,"Алатауский р-н, мкр Дарабоз 19",Алматы
2-комнатная квартира · 97.4 м² · 2/9 этаж,82 000 000 〒,"Бостандыкский р-н, Шолом-Алейхема 5",Алматы
2-комнатная квартира · 56 м² · 9/13 этаж,46 000 000 〒,"Алмалинский р-н, Толе би 189/3 — Жарокова",Алматы
2-комнатная квартира · 45 м² · 9/12 этаж,47 000 000 〒,"Бостандыкский р-н, Касымова 32",Алматы
2-комнатная квартира · 56 м² · 1/12 этаж,42 500 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
3-комнатная квартира · 76 м² · 1/4 этаж,48 000 000 〒,"Наурызбайский р-н, мкр Каргалы, Акселеу Сейдимбек 110/1",Алматы
1-комнатная квартира · 47 м² · 1/4 этаж,25 000 000 〒,"Алатауский р-н, мкр Зердели, Мкр Зердели (Алгабас-6)",Алматы
3-комнатная квартира · 80 м² · 16/18 этаж,43 500 000 〒,"Алмалинский р-н, Ауэзова 2А — Гоголя",Алматы
2-комнатная квартира · 61 м² · 1/5 этаж,45 000 000 〒,"Медеуский р-н, мкр Думан-2",Алматы
1-комнатная квартира · 30 м² · 2/3 этаж,29 500 000 〒,"Бостандыкский р-н, Жарокова 154 — Сатпаева",Алматы
1-комнатная квартира · 71.4 м² · 10/11 этаж,42 900 000 〒,"Ауэзовский р-н, мкр Жетысу-3, Мкр. Жетысу-3 66",Алматы
4-комнатная квартира · 100 м² · 5/5 этаж,71 000 000 〒,"Бостандыкский р-н, Сатпаева 56 — Айманова",Алматы
1-комнатная квартира · 39 м² · 8/9 этаж,21 999 999 〒,"Наурызбайский р-н, мкр Шугыла, Райымбека — Жуалы",Алматы
1-комнатная квартира · 35 м² · 2/3 этаж,20 000 000 〒,"Жетысуский р-н, мкр Дорожник 21 — Кокмайса",Алматы
2-комнатная квартира · 42 м² · 1/8 этаж,41 990 000 〒,"Бостандыкский р-н, Арайлы 12",Алматы
2-комнатная квартира · 61 м² · 7/10 этаж,70 000 000 〒,"Бостандыкский р-н, Володарского 40",Алматы
1-комнатная квартира · 29.89 м²,от 11 672 045 〒,пос. Гульдала,Алматы
2-комнатная квартира · 48.86 м²,от 39 283 440 〒,"Алатауский р-н, мкр Дарабоз, Бауыржана Момышулы 11/12а",Алматы
1-комнатная квартира · 65.92 м²,от 63 810 560 〒,"Бостандыкский р-н, Лебедева 1/1",Алматы
5-комнатная квартира · 220 м² · 3/15 этаж,125 000 000 〒,"Бостандыкский р-н, Жазылбека 20 — Саина-Рыскулбекова",Алматы
2-комнатная квартира · 55.1 м² · 4/15 этаж,38 000 000 〒,"Бостандыкский р-н, Жандосова 94А",Алматы
3-комнатная квартира · 74.3 м² · 7/12 этаж,58 000 000 〒,"Алмалинский р-н, Райымбека 210",Алматы
1-комнатная квартира · 34.5 м² · 2/13 этаж,30 000 000 〒,"Ауэзовский р-н, Кабдолова 14 — Алтынсарина",Алматы
2-комнатная квартира · 49.5 м² · 8/12 этаж,25 500 000 〒,"Алатауский р-н, Шарипа Омарова 11 — Фаризы Онгарсыновой",Алматы
2-комнатная квартира · 51 м² · 5/9 этаж,34 500 000 〒,"Наурызбайский р-н, мкр Шугыла 34 — Абая алатаускии",Алматы
3-комнатная квартира · 76 м² · 9/12 этаж,77 000 000 〒,"Медеуский р-н, Баишева 28/2 — Жангельдина - Янушкевича",Алматы
1-комнатная квартира · 34.4 м² · 4/5 этаж,31 500 000 〒,"Медеуский р-н, ЕСЕНОВА — ЦЕНТРАЛЬНОЙ МЕЧЕТИ",Алматы
2-комнатная квартира · 64 м² · 16/19 этаж,40 000 000 〒,"Алмалинский р-н, Брусиловского 167",Алматы
2-комнатная квартира · 72.3 м² · 6/8 этаж,33 000 000 〒,"Алатауский р-н, Жапсарбаева 68",Алматы
2-комнатная квартира · 55 м² · 2/5 этаж,32 500 000 〒,"Алатауский р-н, Головацкого 65 — Ш. Северное кольцо, р-н Барахолка",Алматы
2-комнатная квартира · 48.1 м² · 3/3 этаж,21 500 000 〒,"Турксибский р-н, Сейфуллина — Айбасова",Алматы
1-комнатная квартира · 44.6 м²,от 53 520 000 〒,"Алмалинский р-н, Ади Шарипова 100",Алматы
3-комнатная квартира · 82 м² · 1/9 этаж,67 000 000 〒,"Алмалинский р-н, Айманова 68 — Джамбула",Алматы
1-комнатная квартира · 30.8 м² · 8/12 этаж,25 500 000 〒,"Алмалинский р-н, Райымбека 210",Алматы
2-комнатная квартира · 78.1 м² · 1/3 этаж,74 500 000 〒,"Бостандыкский р-н, мкр Нурлытау (Энергетик), Мкрн. Нурлытау 932",Алматы
3-комнатная квартира · 63 м² · 2/5 этаж,47 000 000 〒,"Алмалинский р-н, Макатаева 156",Алматы
